source	species	model	te_f1	distance_bucket	label_jaccard	repeat_library_completeness	ucsc_te_bp_log10	self_ucsc_bp_ratio_log	class_entropy	gc	train_clade_covered	kingdom_plant	stress_panel	insect_panel	path
extend_transfer	maize		0.8538807557503582	1.2	0.095466	0.095627	9.25065286834475	-1.0118103771989704	0.24379523200914857	0.4714225260416667	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_positive_only/plant_fine/maize.json
extend_transfer	rice		0.4390117488565789	1.2	0.042709	0.042814	8.176930876230262	-1.344116021434893	0.3898410147927084	0.4368538411458333	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_positive_only/plant_fine/rice.json
extend_transfer	sorghum		0.4190402211645393	1.2	0.057919	0.05798	8.620727936447597	-1.228939555640864	0.3764499737832796	0.4409488932291667	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_positive_only/plant_fine/sorghum.json
extend_transfer	thale_cress		0.14310610385111303	1.25	0.043011	0.043145	7.447932540451805	-1.3348837532454814	0.5750924525650837	0.37194986979166667	0.0	1.0	1.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_positive_only/plant_fine/thale_cress.json
extend_transfer	soybean		0.219718379238161	1.25	0.121572	0.122064	8.608306218531684	-0.8992367578779318	0.17392699985914958	0.33065787447666023	0.0	1.0	1.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_eval/soybean.json
extend_transfer	teosinte		0.8171599879434643	1.2	0.086856	0.088019	9.40885472713007	-0.993955514543429	0.6973316816662691	0.4395222981770833	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_eval/teosinte.json
extend_transfer	brachypodium		0.08934281509400518	1.2	0.101164	0.1029	7.643041066433577	-0.9206109317487544	0.06583511724192198	0.45643717447916665	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_fine/brachypodium.json
extend_transfer	maize		0.8538807557503582	1.2	0.095466	0.095627	9.25065286834475	-1.0118103771989704	0.24379523200914857	0.4714225260416667	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_fine/maize.json
extend_transfer	rice		0.4390117488565789	1.2	0.042709	0.042814	8.176930876230262	-1.344116021434893	0.3898410147927084	0.4368538411458333	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_fine/rice.json
extend_transfer	sorghum		0.4190402211645393	1.2	0.057919	0.05798	8.620727936447597	-1.228939555640864	0.3764499737832796	0.4409488932291667	0.0	1.0	0.0	0.0	reports/tefm_extend/PIPE-TEFM-EXTEND-20260620/plant_transfer/plant_from_invert_pu/plant_fine/sorghum.json
