feature_set	split	species	species_group	action	deployed_anchor_or_shortlist	top1_anchor	top2_anchors	true_best_anchor	top1_contains_best	top2_contains_best	top1_actual_te_f1	top2_probe_actual_te_f1	true_best_te_f1	top1_regret	top2_probe_regret	deployed_regret	pred_top1_score	pred_top2_score	pred_margin	pred_top1_sd	risk_bin	abstain	local_probe_recommended	confidently_wrong_single_anchor
baseline_plus_kmer	leave_clade_out	teosinte	plant	abstain_require_local_probe		cross	cross,cross	plant	0	0	0.9299634062638152	0.9299634062638152	0.9308197551982428	0.0008563489344275421	0.0008563489344275421	nan	0.17989038490890788	0.17989038490890788	0.0	0.2823309209036048	very_low_lt0.40	1	1	0
baseline_plus_kmer	leave_clade_out	thale_cress	plant	abstain_require_local_probe		cross	cross,animal	cross	1	1	0.7121875392581978	0.7121875392581978	0.7121875392581978	0.0	0.0	nan	0.7755628989396528	0.7671450521435542	0.008417846796098583	0.21467768166760312	medium_0.60_0.80	1	1	0
baseline_plus_kmer	leave_clade_out	western_clawed_frog	vertebrate	abstain_require_local_probe		human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.5191597065847986	0.7676709570719781	0.7676709570719781	0.24851125048717948	0.0	nan	0.31934399148424025	0.3038208544761352	0.015523137008105037	0.2150706364842858	very_low_lt0.40	1	1	0
baseline_plus_kmer	leave_clade_out	western_honey_bee	insect	abstain_require_local_probe		cross	cross,cross	insect	0	0	0.0052898014902451	0.0052898014902451	0.946524064171123	0.941234262680878	0.941234262680878	nan	0.8245163394610412	0.8245163394610412	0.0	0.1667370341388707	high_ge0.80	1	1	0
baseline_plus_kmer	leave_clade_out	x_laevis	vertebrate	abstain_require_local_probe		cross	cross,cross	animal	0	0	0.3945827783795458	0.3945827783795458	0.4013777654205557	0.006794987041009892	0.006794987041009892	nan	0.7477468304369641	0.7477468304369641	0.0	0.1569344988078047	medium_0.60_0.80	1	1	0
baseline_plus_kmer	leave_clade_out	zebrafish	vertebrate	abstain_require_local_probe		human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.5214699959942013	0.8151318178516959	0.8151318178516959	0.29366182185749456	0.0	nan	0.3038575495378369	0.28552528014776163	0.018332269390075262	0.17196946965694268	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_species_out	brachypodium	plant	top2_shortlist_local_probe	cross,plant	cross	cross,plant	cross	1	1	0.8175422271365038	0.8175422271365038	0.8175422271365038	0.0	0.0	0.0	0.916513216279299	0.9039356038178687	0.012577612461430299	0.07165672695500636	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	c_elegans	other	top2_shortlist_local_probe	cross,animal	cross	cross,animal	animal	0	1	0.8952111633807284	0.9053972034713066	0.9053972034713066	0.010186040090578219	0.0	0.0	0.7749765729157906	0.7102660536649253	0.06471051925086524	0.1903811414889576	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	cattle	vertebrate	top2_shortlist_local_probe	animal,cross	animal	animal,cross	animal	1	1	0.9216935615407684	0.9216935615407684	0.9216935615407684	0.0	0.0	0.0	0.6925742322318946	0.600035999415665	0.09253823281622964	0.27604799660402596	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	chicken	vertebrate	top2_shortlist_local_probe	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.6195493201860316	0.8516226680157541	0.8516226680157541	0.23207334782972255	0.0	0.0	0.38408727423388617	0.38167136043102157	0.0024159138028646	0.22512200512693592	very_low_lt0.40	0	1	0
baseline_plus_kmer_minhash	leave_species_out	fruit_fly	insect	top2_shortlist_local_probe	insect,insect	insect	insect,insect	insect	1	1	0.944818571090276	0.944818571090276	0.944818571090276	0.0	0.0	0.0	0.6698613523376177	0.6698613523376177	0.0	0.21676223050331386	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	horse	vertebrate	top2_shortlist_local_probe	animal,cross	animal	animal,cross	cross	0	1	0.8913728851560259	0.8925601404845789	0.8925601404845789	0.0011872553285530163	0.0	0.0	0.7610858746364483	0.6772853647784575	0.08380050985799081	0.24778225543956675	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	human	vertebrate	top2_shortlist_local_probe	animal,human_h0_ntv2_500m	animal	animal,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.904946115719272	0.961411324419745	0.961411324419745	0.056465208700473	0.0	0.0	0.829501024643731	0.8190654690313754	0.01043555561235554	0.1641767681793866	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	lizard	vertebrate	top2_shortlist_local_probe	animal,animal	animal	animal,animal	animal	1	1	0.2416400416987031	0.2416400416987031	0.2416400416987031	0.0	0.0	0.0	0.6009255102620201	0.6009255102620201	0.0	0.23127946561944843	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	maize	plant	top2_shortlist_local_probe	cross,plant	cross	cross,plant	cross	1	1	0.9629892479990332	0.9629892479990332	0.9629892479990332	0.0	0.0	0.0	0.8206639097646883	0.819797132871221	0.0008667768934672582	0.12463987075070151	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	mouse	vertebrate	top2_shortlist_local_probe	human_h0_ntv2_500m,human_h0_ntv2_250m	human_h0_ntv2_500m	human_h0_ntv2_500m,human_h0_ntv2_250m	human_h0_ntv2_500m	1	1	0.937559801228433	0.937559801228433	0.937559801228433	0.0	0.0	0.0	0.8316415076553091	0.8302202839064834	0.0014212237488256951	0.14050166955072135	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	opossum	vertebrate	top2_shortlist_local_probe	animal,cross	animal	animal,cross	animal	1	1	0.8811419601553324	0.8811419601553324	0.8811419601553324	0.0	0.0	0.0	0.5523442714419053	0.40711563299909437	0.14522863844281098	0.2890343321091046	low_0.40_0.60	0	1	0
baseline_plus_kmer_minhash	leave_species_out	pig	vertebrate	top2_shortlist_local_probe	animal,cross	animal	animal,cross	animal	1	1	0.8761131743803473	0.8761131743803473	0.8761131743803473	0.0	0.0	0.0	0.8418029081274766	0.8310507941797918	0.010752113947684827	0.17694932660989882	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	red_flour_beetle	insect	top2_shortlist_local_probe	animal,animal	animal	animal,animal	insect	0	0	0.0044488885799382	0.0044488885799382	0.0059299524368398	0.0014810638569016004	0.0014810638569016004	0.0014810638569016004	0.33750358331000985	0.33750358331000985	0.0	0.33089093620776633	very_low_lt0.40	0	1	0
baseline_plus_kmer_minhash	leave_species_out	rice	plant	top2_shortlist_local_probe	cross,plant	cross	cross,plant	cross	1	1	0.8757886614942711	0.8757886614942711	0.8757886614942711	0.0	0.0	0.0	0.8678628963296148	0.8431001195037491	0.024762776825865696	0.07080156751841347	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	sorghum	plant	top2_shortlist_local_probe	cross,plant	cross	cross,plant	cross	1	1	0.9154621597006132	0.9154621597006132	0.9154621597006132	0.0	0.0	0.0	0.853791325243675	0.8318701423291369	0.02192118291453804	0.06494811677475092	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	soybean	plant	top2_shortlist_local_probe	insect,insect	insect	insect,insect	animal	0	0	0.4867824461937038	0.4867824461937038	0.5650860204945004	0.0783035743007966	0.0783035743007966	0.0783035743007966	0.635929972035083	0.635929972035083	0.0	0.25316137600690725	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	teosinte	plant	top2_shortlist_local_probe	animal,animal	animal	animal,animal	plant	0	0	0.8886845637016639	0.8886845637016639	0.9308197551982428	0.04213519149657885	0.04213519149657885	0.04213519149657885	0.727805193021367	0.727805193021367	0.0	0.2707068717714375	medium_0.60_0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	thale_cress	plant	top2_shortlist_local_probe	plant,insect	plant	plant,insect	cross	0	0	0.6974776069597389	0.6974776069597389	0.7121875392581978	0.01470993229845885	0.01470993229845885	0.01470993229845885	0.8354560984947375	0.6024997376924076	0.23295636080232984	0.14350638271892854	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	western_clawed_frog	vertebrate	top2_shortlist_local_probe	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.5191597065847986	0.7676709570719781	0.7676709570719781	0.24851125048717948	0.0	0.0	0.5267284242698298	0.5051871821885653	0.02154124208126451	0.2199839125466051	low_0.40_0.60	0	1	0
baseline_plus_kmer_minhash	leave_species_out	western_honey_bee	insect	top2_shortlist_local_probe	animal,animal	animal	animal,animal	insect	0	0	0.05217988328184	0.05217988328184	0.946524064171123	0.894344180889283	0.894344180889283	0.894344180889283	0.8592994476170085	0.8592994476170085	0.0	0.2216850724534086	high_ge0.80	0	1	0
baseline_plus_kmer_minhash	leave_species_out	x_laevis	vertebrate	top2_shortlist_local_probe	animal,animal	animal	animal,animal	animal	1	1	0.4013777654205557	0.4013777654205557	0.4013777654205557	0.0	0.0	0.0	0.55761270173822	0.55761270173822	0.0	0.24060736510262482	low_0.40_0.60	0	1	0
baseline_plus_kmer_minhash	leave_species_out	zebrafish	vertebrate	top2_shortlist_local_probe	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.5214699959942013	0.8151318178516959	0.8151318178516959	0.29366182185749456	0.0	0.0	0.26410186626612536	0.21705855835328922	0.047043307912836146	0.1559198836625968	very_low_lt0.40	0	1	0
baseline_plus_kmer_minhash	leave_clade_out	brachypodium	plant	abstain_require_local_probe		plant	plant,cross	cross	0	1	0.7765195434514967	0.8175422271365038	0.8175422271365038	0.041022683685007166	0.0	nan	0.8649255515798815	0.8371883997963175	0.02773715178356395	0.11268901747526018	high_ge0.80	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	c_elegans	other	abstain_require_local_probe		cross	cross,animal	animal	0	1	0.8952111633807284	0.9053972034713066	0.9053972034713066	0.010186040090578219	0.0	nan	0.7749765729157906	0.7102660536649253	0.06471051925086524	0.1903811414889576	medium_0.60_0.80	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	cattle	vertebrate	abstain_require_local_probe		cross	cross,animal	animal	0	1	0.9213113792693672	0.9216935615407684	0.9216935615407684	0.000382182271401188	0.0	nan	0.21207052638012217	0.2112907858918441	0.0007797404882780579	0.32091086996504103	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	chicken	vertebrate	abstain_require_local_probe		human_h0_ntv2_500m	human_h0_ntv2_500m,human_h0_ntv3_100m	human_h0_ntv2_500m	1	1	0.8516226680157541	0.8516226680157541	0.8516226680157541	0.0	0.0	nan	0.5908764095215198	0.5907597885061784	0.00011662101534137825	0.2302828887343464	low_0.40_0.60	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	fruit_fly	insect	abstain_require_local_probe		animal	animal,cross	insect	0	0	0.9437257723304636	0.9437257723304636	0.944818571090276	0.0010927987598123856	0.0010927987598123856	nan	0.8725825238496091	0.8669903470004043	0.005592176849204766	0.07066171437688269	high_ge0.80	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	horse	vertebrate	abstain_require_local_probe		cross	cross,animal	cross	1	1	0.8925601404845789	0.8925601404845789	0.8925601404845789	0.0	0.0	nan	0.21926772040886058	0.2150150906457005	0.004252629763160071	0.3289579912114441	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	human	vertebrate	abstain_require_local_probe		human_h0_ntv2_500m	human_h0_ntv2_500m,cross	human_h0_ntv2_500m	1	1	0.961411324419745	0.961411324419745	0.961411324419745	0.0	0.0	nan	0.8515897330291139	0.2196445147772831	0.6319452182518308	0.057730547801157925	high_ge0.80	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	lizard	vertebrate	abstain_require_local_probe		animal	animal,animal	animal	1	1	0.2416400416987031	0.2416400416987031	0.2416400416987031	0.0	0.0	nan	0.5811993509259568	0.5811993509259568	0.0	0.2708525147125826	low_0.40_0.60	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	maize	plant	abstain_require_local_probe		plant	plant,cross	cross	0	1	0.9619894139220538	0.9629892479990332	0.9629892479990332	0.0009998340769793446	0.0	nan	0.8633043955714603	0.847226745522913	0.01607765004854733	0.11406631456437513	high_ge0.80	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	mouse	vertebrate	abstain_require_local_probe		human_h0_ntv3_100m	human_h0_ntv3_100m,human_h0_ntv2_500m	human_h0_ntv2_500m	0	1	0.7771925460040144	0.937559801228433	0.937559801228433	0.16036725522441853	0.0	nan	0.35865275014711284	0.3441757125016763	0.014477037645436563	0.2021602852722558	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	opossum	vertebrate	abstain_require_local_probe		animal	animal,cross	animal	1	1	0.8811419601553324	0.8811419601553324	0.8811419601553324	0.0	0.0	nan	0.3109702008461483	0.3053991436914516	0.00557105715469669	0.34483641349613686	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	pig	vertebrate	abstain_require_local_probe		plant	plant,animal	animal	0	1	0.0856805344147079	0.8761131743803473	0.8761131743803473	0.7904326399656394	0.0	nan	0.2542418246940382	0.23061702238831588	0.023624802305722337	0.3023462880119845	very_low_lt0.40	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	red_flour_beetle	insect	abstain_require_local_probe		animal	animal,animal	insect	0	0	0.0044488885799382	0.0044488885799382	0.0059299524368398	0.0014810638569016004	0.0014810638569016004	nan	0.5972900248807494	0.5972900248807494	0.0	0.2105775534396277	low_0.40_0.60	1	1	0
baseline_plus_kmer_minhash	leave_clade_out	rice	plant	abstain_require_local_probe		plant	plant,cross	cross	0	1	0.8707687905287769	0.8757886614942711	0.8757886614942711	0.0050198709654942775	0.0	nan	0.863972057217397	0.8369220161127671	0.02705004110462994	0.11251826032069383	high_ge0.80	1	1	0
