feature_set	split	species	species_group	chosen_anchor	true_best_anchor	chosen_actual_te_f1	true_best_te_f1	anchor_top1_hit	anchor_top2_hit	regret	predicted_score	predicted_uncertainty_sd	risk_bin
baseline_plus_kmer	leave_species_out	lizard	vertebrate	animal	animal	0.2416400416987031	0.2416400416987031	1	1	0.0	0.4797885383750024	0.17242034573188375	low_0.40_0.60
baseline_plus_kmer	leave_species_out	maize	plant	plant	cross	0.9619894139220538	0.9629892479990332	0	1	0.0009998340769793446	0.8119810843614194	0.07907587683267595	high_ge0.80
baseline_plus_kmer	leave_species_out	mouse	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.7771925460040144	0.937559801228433	0	0	0.16036725522441853	0.4149347967806087	0.22892038923234254	low_0.40_0.60
baseline_plus_kmer	leave_species_out	opossum	vertebrate	animal	animal	0.8811419601553324	0.8811419601553324	1	1	0.0	0.4740351156262024	0.2941334813556698	low_0.40_0.60
baseline_plus_kmer	leave_species_out	pig	vertebrate	animal	animal	0.8761131743803473	0.8761131743803473	1	1	0.0	0.8237743895942031	0.16762875872616198	high_ge0.80
baseline_plus_kmer	leave_species_out	red_flour_beetle	insect	plant	insect	0.0023709296255628	0.0059299524368398	0	0	0.0035590228112770002	0.17221811915064492	0.2798379716725203	very_low_lt0.40
baseline_plus_kmer	leave_species_out	rice	plant	plant	cross	0.8707687905287769	0.8757886614942711	0	1	0.0050198709654942775	0.8471890516436121	0.07546281481252139	high_ge0.80
baseline_plus_kmer	leave_species_out	sorghum	plant	plant	cross	0.9087078620701828	0.9154621597006132	0	1	0.006754297630430339	0.8145807215429358	0.08296791613368673	high_ge0.80
baseline_plus_kmer	leave_species_out	soybean	plant	cross	animal	0.4136761357660033	0.5650860204945004	0	0	0.1514098847284971	0.63698839910911	0.2894906391616279	medium_0.60_0.80
baseline_plus_kmer	leave_species_out	teosinte	plant	cross	plant	0.9299634062638152	0.9308197551982428	0	0	0.0008563489344275421	0.4866856440870989	0.22343243732360227	low_0.40_0.60
baseline_plus_kmer	leave_species_out	thale_cress	plant	insect	cross	0.1382559591838703	0.7121875392581978	0	0	0.5739315800743274	0.6184040271715187	0.1660995921822287	medium_0.60_0.80
baseline_plus_kmer	leave_species_out	western_clawed_frog	vertebrate	human_h0_ntv3_100m	human_h0_ntv2_500m	0.5191597065847986	0.7676709570719781	0	0	0.24851125048717948	0.49724852016520266	0.24663735907131867	low_0.40_0.60
baseline_plus_kmer	leave_species_out	western_honey_bee	insect	insect	insect	0.946524064171123	0.946524064171123	1	1	0.0	0.3818386888539652	0.39119565138698137	very_low_lt0.40
baseline_plus_kmer	leave_species_out	x_laevis	vertebrate	animal	animal	0.4013777654205557	0.4013777654205557	1	1	0.0	0.5680372526502248	0.2663138054702888	low_0.40_0.60
