path	stage	model_key	model	window	species	group	te_f1	te_precision	te_recall	te_auprc	macro_f1	bg_f1	n_windows	n_labeled_tokens
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/mouse.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	mouse	vertebrate	0.9247580165409949	0.899090461117004	0.9519341731183318	0.9777068884762998	0.9130574177037531	0.9013568188665115	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/rice.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	rice	plant	0.17007269436253758	0.8627813981042654	0.09433397026913236	0.46968993418421534	0.5018892314085439	0.8337057684545502	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/sorghum.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	sorghum	plant	0.24677326990000442	0.965806562841216	0.14145869281595894	0.6254009656836439	0.5484560921757448	0.850138914451485	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/thale_cress.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	thale_cress	plant	0.033877284595300254	0.667953667953668	0.01737936577035127	0.14009708417805794	0.4982069930114296	0.962536701427559	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/western_clawed_frog.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	western_clawed_frog	vertebrate	0.6703866563425706	0.7806869509108055	0.587395742561932	0.748642431859775	0.7491491712000395	0.8279116860575086	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w2048/ntv2_500m/zebrafish.json	transfer_BC_w2048	ntv2_500m	ntv2_500m	2048	zebrafish	vertebrate	0.7947821775609891	0.7787798335887891	0.8114559493508438	0.8562567566456346	0.8423992007272307	0.8900162238934725	1200	410400
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/brachypodium.json	transfer_BC_w4096	generanno	generanno	4096	brachypodium	plant	0.2535336432774249	0.27408883135795475	0.23584642962808264	0.23682139984284006	0.6097935724051866	0.9660535015329482	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/c_elegans.json	transfer_BC_w4096	generanno	generanno	4096	c_elegans	invertebrate	0.13896718583151352	0.8022492190211732	0.07607228855387346	0.5354236198617414	0.5296989903328368	0.9204307948341602	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/chicken.json	transfer_BC_w4096	generanno	generanno	4096	chicken	vertebrate	0.8354232678621717	0.8094781107053877	0.8630866710144601	0.888771759241679	0.9032422428610118	0.9710612178598521	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/fruit_fly.json	transfer_BC_w4096	generanno	generanno	4096	fruit_fly	invertebrate	0.23055293665517426	0.9201272032714457	0.13178718711447887	0.8695725063800586	0.39133049880623616	0.552108060957298	1200	4915200
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/transfer_BC_w4096/generanno/human.json	transfer_BC_w4096	generanno	generanno	4096	human	vertebrate	0.9831748957889089	0.9752214365463342	0.991259151285278	0.9983199303004878	0.9875305028979797	0.9918861100070505	1200	4915200
