path	stage	model_key	window	species	position_bin	te_f1	te_precision	te_recall	te_auprc	macro_f1	bg_f1	n_labeled_tokens	te_positive_rate	n_windows	model_dir	data_dir
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w512.tsv	edge_H0_window	generanno	512	human	edge_right_10	0.8622801507537688	0.9165414788849942	0.8140845070422535	0.9375148782657264	0.8836422417547007	0.9050043327556326	15600	0.4323717948717949	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w512_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w512_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w8192.tsv	edge_H0_window	generanno	8192	human	edge_left_10	0.9280551950900754	0.9312850456462302	0.9248476704158459	0.9803665477633239	0.9357493419788736	0.9434434888676717	246000	0.44165040650406506	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w8192_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w8192_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w8192.tsv	edge_H0_window	generanno	8192	human	inner_left_10_25	0.9486186155571416	0.9497643876630999	0.9474756045820959	0.9889172877017767	0.950664357351648	0.9527100991461545	368400	0.4798452768729642	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w8192_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w8192_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w8192.tsv	edge_H0_window	generanno	8192	human	center_25_75	0.9397375292220561	0.9397169518811191	0.9397581074641926	0.9860259918592438	0.9437267990829643	0.9477160689438724	1228800	0.46454427083333333	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w8192_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w8192_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w8192.tsv	edge_H0_window	generanno	8192	human	inner_right_75_90	0.9314050814719429	0.9354521567640639	0.92739287330448	0.9817279160610691	0.9357891618518059	0.9401732422316689	368400	0.4678773072747014	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w8192_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w8192_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/generanno_w8192.tsv	edge_H0_window	generanno	8192	human	edge_right_10	0.9303735540213067	0.9361089386759902	0.9247080209043399	0.979107811236815	0.9373262625388469	0.944278971056387	246000	0.4472560975609756	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_generanno_H0_w8192_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w8192_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/ntv2_500m_w1024.tsv	edge_H0_window	ntv2_500m	1024	human	edge_left_10	0.8473755047106325	0.9291617473435655	0.7788223651657595	0.9443669327896519	0.8836736380292753	0.9199717713479181	5400	0.37425925925925924	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_ntv2_500m_H0_w1024_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w1024_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/ntv2_500m_w1024.tsv	edge_H0_window	ntv2_500m	1024	human	inner_left_10_25	0.8508205790153052	0.9032889584964762	0.8041129313349599	0.9369642078798324	0.8856638023306849	0.9205070256460647	7800	0.3678205128205128	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_ntv2_500m_H0_w1024_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w1024_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/ntv2_500m_w1024.tsv	edge_H0_window	ntv2_500m	1024	human	center_25_75	0.8789260385005067	0.9369262339345502	0.8276881976910601	0.9540023778034558	0.9019551724203726	0.9249843063402385	25800	0.4062403100775194	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_ntv2_500m_H0_w1024_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w1024_quick
reports/tefm_supp/PIPE-TEFM-SUPP-20260617/edge_H0_window/ntv2_500m_w1024.tsv	edge_H0_window	ntv2_500m	1024	human	inner_right_75_90	0.8610830810628993	0.9188801148600143	0.810126582278481	0.9527713811880852	0.8877613457935172	0.9144396105241351	7800	0.40512820512820513	300	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/runs/TFSUPP_ntv2_500m_H0_w1024_seed42	software_outputs/tefm_supp/PIPE-TEFM-SUPP-20260617/data/human_H0_w1024_quick
